movie,1567.139726027398
seat,1428.5123287671238
theater,1220.9452054794506
just,984.9945205479453
time,968.2630136986303
food,753.5671232876718
popcorn,702.2657534246572
come,686.013698630137
like,681.0082191780826
ticket,642.9315068493153
place,636.9890410958905
experience,636.0657534246577
drink,619.6712328767125
amc,590.0109589041099
lot,556.2164383561646
good,554.0301369863016
say,541.9726027397261
watch,541.7397260273973
service,523.0356164383566
notto,513.6794520547949
theatre,444.0630136986303
order,430.36986301369853
way,428.7342465753424
park,425.3452054794524
try,413.241095890411
room,407.32054794520536
pay,404.40547945205486
price,396.8328767123288
great,395.7671232876713
screen,387.77808219178087
2,386.31232876712335
minutes,383.25479452054805
better,366.8547945205479
people,358.3315068493151
movies,350.2931506849316
ask,346.23287671232885
sit,334.1835616438356
snack,333.8684931506849
sound,331.1424657534247
really,326.2602739726027
not,320.8767123287671
stand,318.7232876712328
theaters,312.3972602739726
tell,310.87123287671216
leave,308.90136986301366
make,308.56164383561634
clean,303.9616438356164
walk,303.8301369863013
wait,301.7972602739726
bar,297.4876712328766
small,286.32328767123295
floor,279.16438356164383
night,276.09315068493163
think,272.490410958904
tiny,271.9671232876712
star,269.71780821917815
right,267.3479452054794
close,265.8602739726027
town,265.2301369863013
actually,260.0712328767124
home,258.00000000000006
nice,257.6794520547945
check,249.69041095890407
old,247.07945205479456
large,245.58904109589045
day,236.9041095890411
cold,236.86849315068497
no,234.55616438356168
staff,233.4027397260274
customer,230.51506849315064
bring,222.93424657534246
look,222.441095890411
worth,222.34520547945206
need,221.29863013698622
line,218.5561643835617
disappoint,217.76986301369863
im,217.21369863013692
treat,213.61095890410957
buy,213.49863013698632
kid,211.89041095890417
special,211.44109589041096
enjoy,210.24109589041095
venue,210.2301369863014
chocolate,209.8849315068493
counter,205.59452054794522
recline,204.5068493150685
open,202.71780821917804
end,201.55616438356168
ive,199.27671232876713
10,196.9369863013699
door,195.24383561643836
chair,195.15342465753426
maybe,194.70958904109588
size,194.54520547945208
now,193.51232876712334
know,190.27123287671233
new,188.00000000000003
start,187.12054794520546
early,186.70410958904105
cream,185.06575342465754
use,183.12876712328773
years,181.90684931506848
fro,180.96712328767123
1,180.79178082191783
ice,180.2082191780822
customers,180.04931506849314
theres,178.66301369863012
thing,174.37260273972603
probably,171.8794520547945
husband,170.9972602739726
big,170.5698630136986
bite,165.04931506849314
love,163.03835616438357
concession,159.1205479452055
uncomfortable,158.28493150684935
pick,158.23013698630137
taste,157.2027397260274
manager,157.00821917808216
notof,155.53972602739722
friends,154.69041095890407
spot,153.53150684931506
talk,153.40547945205472
short,150.5917808219178
basically,148.5205479452055
weekend,148.29863013698628
ca,148.14794520547946
3,147.57808219178085
hope,146.55616438356162
serve,144.02465753424661
chip,143.27671232876713
loud,142.17808219178082
bad,140.83287671232875
arrive,139.7178082191781
employees,137.75068493150687
youre,137.61917808219175
work,137.36986301369862
row,137.33698630136985
things,136.84657534246577
expensive,136.83835616438358
trash,136.78904109589038
chicken,135.6657534246575
rude,135.47671232876712
feel,134.90136986301368
days,134.8301369863014
ok,133.75068493150684
comfy,133.14246575342463
annoy,133.06575342465754
hot,131.5917808219178
reason,130.66027397260274
horrible,130.5945205479452
upgrade,130.49315068493152
next,130.14246575342466
overall,129.95616438356166
machine,128.84383561643835
entire,128.65205479452055
far,128.37260273972603
late,127.69315068493152
film,127.12602739726029
cash,127.1123287671233
wouldbe,126.69315068493151
notbe,126.22191780821919
long,125.98630136986303
usually,125.18630136986302
little,125.14794520547945
mean,124.64109589041097
sad,123.0904109589041
cheese,122.61369863013701
away,122.38630136986302
similar,121.62191780821918
past,120.53150684931506
usher,120.39452054794523
gross,120.2027397260274
pretty,119.8
wonder,119.63561643835617
crowd,119.12328767123286
purchase,116.85205479452054
wa,116.22465753424657
stay,115.81917808219178
water,115.23835616438356
want,115.02191780821919
4,114.83561643835618
dece,114.46849315068494
run,114.29589041095892
instead,114.22465753424657
drive,113.86849315068494
money,112.89589041095888
hear,112.81917808219177
expect,111.91506849315066
specific,111.13424657534247
beer,111.03561643835617
exact,109.74246575342465
ill,109.6
tender,109.57808219178081
patrons,109.4082191780822
website,109.16164383561645
care,108.38356164383559
push,107.09589041095892
type,106.34794520547945
notwait,106.31232876712329
area,106.18630136986303
competition,105.78904109589043
friendly,105.66027397260274
war,105.5123287671233
cup,104.72054794520548
stale,104.69315068493151
dirty,104.42739726027396
options,104.3972602739726
fancy,104.16986301369863
finally,104.10136986301369
shape,103.91232876712328
action,103.91232876712328
neck,103.7041095890411
nothing,103.35890410958903
rest,103.35890410958903
2017,103.11232876712329
comfort,103.11232876712329
ability,102.31232876712329
vision,102.31232876712329
legitimately,102.31232876712329
cannotwill,102.31232876712329
netflix,102.31232876712329
platform,102.31232876712329
patience,102.31232876712329
example,102.31232876712329
hbogo,102.31232876712329
contrast,102.31232876712329
pony,102.31232876712329
infinity,102.31232876712329
arguably,102.31232876712329
inconsiste,102.31232876712329
notcriteria,102.31232876712329
stranger,102.31232876712329
play,102.21917808219176
hard,102.09041095890413
center,101.9041095890411
issue,99.9205479452055
30,99.87397260273973
worse,96.29863013698628
thats,95.79999999999998
candy,95.40821917808218
smaller,94.86027397260274
honestly,93.82465753424657
quality,93.72602739726028
car,93.07945205479452
burger,92.8
wear,92.25753424657536
nachos,91.94520547945207
dip,91.2
colour,91.2
brownie,91.2
whip,91.2
substance,91.2
white,91.2
teas,91.01917808219179
oh,90.8958904109589
break,90.86301369863014
notfeel,90.81643835616438
offer,90.3041095890411
later,90.21917808219177
eat,90.14794520547945
